;IDX0AUDEURCR;IDX0CHFEURCR;IDX0GBPEURCR;IDX0JPYEURCR;IDX0NOKEURCR;IDX0USDEURCR;IDX0BRLEURCR;IDX0MXNEURCR;IDX0IDREURCR;IDX0INREURCR;IDX0PHPEURCR;IDX0CNYUSDCR;IDX0SGDEURCR;JPMIT1T3;JPMIT3T5;JPMIT5T7;JPMES3T5;JPMES5T7;JPMPT3T5;JPMPT5T7;JPMEMU1T3;JPMEMUGBI;JPMDE5T7;JPMDE7T10;JPMUS3T5;JPMUS5T7;JPMUS7T10;JPILUILA;JPEIGLBL;JGENEMUL;JPEG103;JPEG305;JPEE13YR;JPEE35YR;ER01;ER02;HE00;H0A0;IDX0LX10TUUU;IDX0DBCDXHY5;IDX0DBCDIU5T;IDX0ITRXPX5I;EU0009658152;IDX00000SX7T;SWISSMIC;FTPTT100;GDUEEGF;MSCI0GDLETCF;SPTR;IDX0SPTRFINL;NASDAQ100;NIKKEITR;IDX00GOLDBUL;IDX000WTIOIL;IDX00DJUBSCM;IT0000000BOT;JPMCASH3M
26-mar-13;228.1567;109.6265;98.6889;78.9574;149.3152;93.5702;244.9399;185.8882;236.1948;153.2346;176.3314;117.3256;103.237;280.74504;347.44556;460.77433;316.13547;401.86014;342.15874;414.44098;218.54875;304.19491;315.09187;347.28313;500.72257;611.53126;677.33139;-9999;656.95;267.68;275.57171;376.61417;199.04978;272.94321;196.801;231.909;233.189;978.943;139.64881;176.09123;108.53975;173.7786;4654.69;196.76;13324.45;4543.8;1958.032;95.985;2760.321;367.74;2806.496;16801.87;929.96;96.34;138.5049;315.436;342.62345
27-mar-13;228.7099;109.6385;99.1323;79.4494;149.6806;94.1639;247.2706;187.3346;237.7839;154.2514;177.6095;117.3336;103.7249;279.95945;345.03776;456.0124;314.41557;398.62932;340.94532;412.80644;218.37172;303.86659;316.06102;348.89795;501.32812;613.0867;680.02868;-9999;656.42;267.775;275.4855;375.96414;198.92556;272.65883;196.742;231.865;232.749;978.808;139.21025;175.37722;108.4072;172.9571;4604.17;194.12;13290.49;4537.6;1964.641;96.813;2758.852;366.07;2809.985;16939.93;935.72;96.58;139.331;315.3695;342.62685
28-mar-13;227.395;109.8248;99.2669;79.4788;149.4512;93.9;245.2778;186.5403;237.5498;154.1073;177.1095;117.325;103.6262;280.15839;345.35114;456.65478;314.51833;399.01429;341.44341;413.82568;218.42648;303.90319;315.88822;348.7666;501.17784;612.55849;679.5072;-9999;656.62;268.044;275.34263;375.9131;198.89767;272.59984;196.687;231.592;232.478;979.103;139.2729;175.82702;108.54548;173.38349;4624.56;195.09;13347.7;4554.78;1965.854;95.674;2770.05;366.93;2818.69;16725.93;929.03;97.23;137.4762;315.4291;342.63025
29-mar-13;-9999;-9999;-9999;-9999;-9999;-9999;245.2614;187.1186;237.5375;154.1172;177.064;117.441;103.586;-9999;-9999;-9999;-9999;-9999;-9999;-9999;218.42648;303.90319;-9999;-9999;-9999;-9999;-9999;-9999;-9999;268.087;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;139.2729;175.82702;108.54548;173.38349;4624.56;-9999;-9999;4554.78;1970.211;95.665;2770.05;-9999;-9999;-9999;-9999;-9999;137.4762;315.4291;342.63025
31-mar-13;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;196.754;231.666;232.582;979.518;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
01-apr-13;-9999;-9999;-9999;-9999;-9999;-9999;244.8291;185.9992;236.4178;153.8033;176.5247;117.4802;103.3783;-9999;-9999;-9999;-9999;-9999;-9999;-9999;218.42648;303.90319;-9999;-9999;-9999;-9999;-9999;-9999;656.76;268.108;275.40695;375.99247;-9999;-9999;196.776;231.691;232.624;980.022;138.7717;176.02825;108.57017;173.38349;4624.56;-9999;-9999;4554.78;1963.404;95.665;2757.826;365.18;2797.067;-9999;932.06;97.07;136.3566;315.4291;342.63025
02-apr-13;228.2507;109.8812;98.6522;80.0575;150.1118;93.8726;245.6837;187.7975;237.0682;154.2361;176.7736;117.6554;103.6631;280.86203;346.90217;459.35297;315.99838;401.47378;341.21345;413.22399;218.62262;304.27992;315.51319;348.19799;501.25622;612.62855;679.5796;-9999;658.21;268.239;275.67341;376.70708;198.97288;272.64294;196.759;231.602;232.804;980.707;139.0223;176.37153;108.70841;174.71649;4722.86;199.23;13493.99;4610.84;1959.708;95.18;2772.112;367.48;2820.624;16275.21;917.5;97.19;135.5209;315.6076;342.64059
03-apr-13;227.9842;110.053;98.5927;80.214;149.879;93.654;244.4539;186.3413;236.315;153.4372;176.2195;117.6279;103.4971;281.35575;347.89296;461.06887;316.65752;402.47356;342.93858;413.7938;218.77174;304.83064;315.8709;348.81811;501.92669;614.30333;682.0793;-9999;660.13;268.397;275.78559;377.0921;199.04503;272.97305;196.832;231.922;233.265;981.127;139.33555;175.96907;108.61661;174.44448;4650.97;194.05;13452.64;4562.91;1951.99;94.813;2743.38;361.3;2795.037;16761.66;904.46;94.45;133.9288;315.7115;342.64451
04-apr-13;225.9537;109.9488;98.6248;76.9513;149.7658;93.032;243.9944;185.6808;234.7385;151.2302;173.9953;117.6486;102.6772;281.79415;348.43018;461.84409;317.16828;403.12176;342.34109;411.64848;218.92098;305.67602;316.41473;349.74968;502.46411;615.91498;684.86064;-9999;663.99;269.311;275.91106;377.90796;199.16664;273.21281;196.931;232.198;233.52;981.415;139.58616;176.31234;108.6875;173.91529;4619.98;193.11;13260.55;4508.78;1937.025;94.813;2754.67;364.57;2794.925;17130.92;903.82;93.26;133.6427;315.7841;342.6454
05-apr-13;223.8245;110.0514;98.851;75.6633;150.3912;92.6245;246.6534;186.8685;234.0154;150.8139;173.1979;117.6683;102.2275;282.26219;350.11661;465.34894;318.83877;406.09548;341.61466;411.66803;219.05372;307.73338;316.43161;350.48199;502.64044;616.95638;687.61876;-9999;669.28;270.596;276.31123;379.21969;199.29448;273.78097;196.905;232.15;233.668;980.655;140.08737;176.44255;108.74481;174.23477;4556.27;192.54;13052.94;4441.73;1920.217;92.149;2742.857;363.49;2771.751;17400.88;917.5;92.7;134.0849;315.8087;342.64931
08-apr-13;224.2643;109.8684;98.2094;74.1936;149.9175;92.5112;245.6312;186.3305;233.5063;151.3327;172.5308;117.6565;101.93;282.4523;350.65215;466.48999;319.03156;406.95052;341.57197;411.08418;219.0942;308.15448;316.07739;349.91083;502.30316;615.87534;685.77249;-9999;671.99;271.714;276.59967;380.19384;199.44867;274.24801;197.014;232.272;234.032;981.488;140.77652;177.15277;108.83377;174.48915;4564.81;191.84;13186.18;4461.04;1918.565;92.297;2761.049;367.29;2786.129;17887.57;915.52;93.36;134.4943;315.7999;342.65507
09-apr-13;224.6866;109.5592;98.0917;74.033;149.858;91.9956;245.5769;186.0891;232.9385;150.5091;171.564;117.6955;101.591;282.23852;350.16413;465.63502;318.90568;406.9683;341.44586;410.81218;218.99848;307.61224;315.71969;349.2993;502.30108;615.72309;685.24729;-9999;672.65;271.788;276.76324;380.75942;199.46634;274.17806;197.069;232.381;234.473;982.519;141.11769;177.38951;108.87716;174.88128;4575.17;195.41;13121.23;4486.81;1935.779;93.767;2770.842;368.75;2804.666;17887.24;923.79;94.2;135.2981;315.802;342.65601
10-apr-13;226.0335;109.6472;98.247;73.5366;149.1794;92.0806;246.8068;186.9035;233.9164;150.8644;172.5761;117.9001;101.7999;282.61208;351.01322;467.34872;319.63547;408.64243;340.47036;410.84417;219.05442;307.21644;315.24665;348.38978;501.77883;614.23098;682.56637;-9999;672.26;271.816;276.90603;380.67328;199.52854;274.3048;197.157;232.517;235.078;984.423;141.70956;178.15892;109.02877;176.39615;4692.38;205.71;13322.51;4539.93;1952.252;94.485;2804.806;373.16;2859.209;18017.11;907.55;94.64;135.0251;315.8954;342.65874
11-apr-13;225.584;109.6189;98.3623;73.4491;149.7993;91.8703;246.136;187.4528;233.0139;150.5641;171.9469;117.8399;101.6333;282.52294;350.74507;466.93167;319.41251;408.18347;340.87334;412.34381;219.04588;307.02407;315.19723;348.13274;501.94157;614.6766;683.35243;-9999;673.29;271.845;277.00307;380.57325;199.56475;274.50475;197.222;232.676;235.484;986.574;141.83775;178.50219;109.05874;177.47618;4719.48;207.13;13397.8;4560.38;1961.33;94.603;2815.019;374.24;2859.069;18371.04;911.1;93.51;135.0209;315.8966;342.66089
12-apr-13;224.57;109.9433;97.9862;74.3443;149.614;91.7869;246.7294;186.8438;232.6993;150.4752;171.8242;117.9533;101.5739;282.51518;350.85167;467.14999;319.40248;408.07098;341.45623;413.07154;219.09343;307.34604;316.05268;349.54079;502.46697;616.29793;686.62402;-9999;674.4;271.941;277.01653;380.54108;199.6716;274.75223;197.285;232.911;235.52;987.28;142.05372;178.52586;109.0345;176.89275;4650.91;201.21;13322.9;4537.81;1943.678;94.323;2807.098;372.68;2856.481;18284.24;874.13;91.29;133.855;315.9068;342.66366
15-apr-13;221.7213;110.0799;98.184;76.0258;149.2179;92.3084;244.0271;184.7538;234.0857;151.0906;172.2702;118.0656;101.9616;282.56125;351.01357;467.20888;319.27641;407.80757;341.71883;413.87665;219.10937;307.47628;316.21173;349.86922;502.53406;616.47796;687.39012;-9999;673.67;271.839;276.82271;379.90927;199.64181;274.87105;197.357;233.047;235.625;986.34;141.73051;177.53155;108.86607;176.69748;4635.44;199.81;13407.3;4508.82;1912.902;92.56;2742.627;364.42;2797.474;18000.21;792.44;88.71;129.9374;315.9285;342.67017
16-apr-13;221.0245;109.9454;97.6328;74.6145;148.4837;91.3353;243.1634;184.8855;231.2291;150.8813;170.5266;118.0974;101.2382;282.66811;351.33815;468.05488;319.39249;407.91176;343.35097;416.94199;219.13597;307.45941;315.72086;349.1624;502.36571;616.02927;686.61964;-9999;670.15;272.28;276.62225;378.16468;199.57106;274.92616;197.346;232.931;235.578;986.392;141.31943;178.62056;109.04456;176.94759;4608.22;199.92;13343.1;4481.08;1923.634;92.414;2781.855;370.29;2838.408;17926.69;807.76;88.72;131.1062;315.9783;342.67115
17-apr-13;221.5301;109.941;97.9107;74.9987;148.1625;92.3521;244.4181;186.0047;234.3264;152.4407;172.0841;118.372;102.2578;282.93707;352.30293;470.02949;320.1003;409.21183;343.49754;416.38364;219.26361;308.13394;316.49502;350.29615;502.41915;616.43096;687.4969;-9999;669.82;272.843;276.55226;378.02896;199.02831;275.08013;197.422;233.238;235.743;985.832;141.34733;177.8985;108.9388;176.27431;4509.66;195.65;13025.35;4442.04;1909.718;91.725;2742.013;363.22;2781.977;18145.6;805.02;86.68;130.3211;316.0265;342.67155
18-apr-13;221.3188;109.8156;98.0518;74.8438;147.4322;92.2182;241.8835;184.7761;233.7385;152.927;172.1866;118.2423;102.1345;283.12165;352.70691;470.7862;320.04423;409.03984;342.63832;416.24527;219.26434;308.22148;316.37503;350.33177;502.41131;616.63868;688.22732;-9999;670.01;273.379;276.47306;378.32849;199.06294;274.95593;197.412;233.175;235.593;985.995;140.8106;177.81564;108.9009;175.75595;4513.21;195.12;13103.42;4441.66;1902.844;91.477;2723.724;359.47;2741.949;17924.84;810.72;87.73;131.606;316.0367;342.67564
19-apr-13;220.8115;109.7125;97.7441;73.8303;147.4173;92.2117;242.8611;184.961;234.0752;152.9594;172.7695;118.2599;102.0201;283.30568;353.2573;471.74122;320.3562;409.63044;344.16052;419.01105;219.31704;308.26151;315.97312;349.74524;502.25356;616.18677;687.38288;-9999;670.35;274.018;276.48864;378.21903;199.12233;275.10922;197.42;233.125;235.672;986.298;141.02676;178.05238;108.9574;175.96733;4550.05;198.59;13175.95;4472.19;1929.422;93.992;2747.939;364.55;2780.464;18055.56;812.53;88.01;131.5112;316.0485;342.67786
22-apr-13;220.5404;109.5039;98.0243;73.9612;146.6625;92.1065;241.4403;184.5757;233.7277;152.3431;171.9842;118.2592;101.6491;283.8223;354.59134;474.58381;321.13061;411.32811;346.18519;422.42123;219.48324;309.49843;316.49255;350.49612;502.50104;616.61342;687.77341;-9999;670.89;274.309;276.47602;378.62567;199.17135;275.28421;197.568;233.513;236.046;987.487;141.18019;178.7626;109.05989;176.78101;4566;200.87;13160.84;4467.94;1931.323;94.317;2760.799;364.89;2810.07;18397.09;827.43;88.76;130.9605;316.0886;342.68573
23-apr-13;221.4113;108.7573;98.198;74.1743;145.6682;92.596;242.4314;186.022;234.7207;152.5252;172.4062;118.3098;102.1071;284.20381;355.72509;476.99421;322.7777;415.02317;347.2829;425.08785;219.61805;310.52615;316.15248;349.94957;502.46457;616.5398;687.76624;-9999;672.22;274.477;276.75149;379.15702;199.34107;275.68842;197.648;233.639;236.433;989.218;141.52197;179.10588;109.12991;177.82386;4707.38;210.91;13495.31;4557.22;1927.296;92.896;2789.557;371.46;2835.367;18344.59;820.21;88.83;130.0887;316.1672;342.6915
24-apr-13;221.5523;108.5313;98.2718;74.0535;145.9444;92.4828;243.7811;187.0089;234.5462;152.3812;172.3888;118.3692;101.9085;284.00211;355.0961;475.66508;322.71289;414.9179;347.05706;424.11987;219.58752;310.39824;316.25922;350.13896;502.57395;616.73051;687.86284;-9999;672.37;274.638;276.97625;379.2576;199.47052;275.99728;197.72;233.886;236.892;990.791;141.38663;179.55568;109.1732;178.11304;4776.63;212.18;13594.16;4581.46;1942.406;94.577;2789.932;374;2834.118;18770.08;828.89;91.06;130.6107;316.1584;342.69591
25-apr-13;221.9305;108.728;99.358;74.2646;146.6732;92.5047;244.9802;187.0608;234.7875;152.9228;172.5294;118.5341;102.2126;283.64094;354.11158;473.88296;322.2643;413.95817;346.74872;423.79204;219.49767;310.099;316.1819;350.20934;502.51247;616.53099;687.2618;-9999;671.76;274.644;276.97238;378.98047;199.52289;276.21904;197.74;233.914;237.105;992.534;141.20102;180.00549;109.22974;178.21115;4782.76;211.89;13678.79;4589.18;1961.052;95.462;2801.278;375.92;2848.655;18882.1;851.19;93.29;132.6178;316.0973;342.69785
26-apr-13;221.3909;108.8078;99.4858;75.0773;147.0028;92.3775;245.033;187.1881;234.409;152.3327;172.4607;118.7213;102.2703;283.81375;354.51541;474.45097;322.44732;414.48003;345.70536;422.40776;219.55383;310.38012;316.60202;350.93706;503.01669;617.8889;689.66087;-9999;672.28;274.971;276.96732;378.97756;199.50531;276.31948;197.776;234.094;237.304;993.651;141.1033;180.24223;109.25966;178.44232;4752.42;209.95;13604.31;4577.66;1951.797;95.84;2796.239;374.31;2840.546;18825.38;846.3;93;131.9185;316.0904;342.69742
29-apr-13;221.7538;108.9423;99.1154;74.8976;147.1772;91.8843;242.7078;185.2811;233.1498;151.9314;171.8709;118.7377;101.9307;284.46308;356.37013;478.32135;324.20495;417.65027;347.38191;424.67301;219.79478;311.34063;316.58728;351.14293;503.10358;617.9418;689.46576;-9999;673.6;275.242;277.09515;379.47256;199.62206;276.57263;197.905;234.37;238.046;995.877;141.57098;181.16552;109.3755;180.02377;4821.25;214.57;13705.53;4600.17;1961.752;95.681;2816.39;375.98;2866.946;18825.38;854.33;94.5;134.3837;316.1807;342.70504
30-apr-13;221.0427;109.2222;98.8009;74.7345;147.5188;91.4032;242.2218;185.4139;231.9697;152.4208;170.8866;118.7518;101.5702;284.71382;356.96405;479.37665;324.95416;418.7107;348.28251;426.48884;219.88809;311.81394;316.34291;350.9681;503.14803;617.81003;689.02165;-9999;675.23;275.868;277.3589;380.11595;199.71585;277.14464;197.917;234.46;238.472;997.708;141.7874;181.93492;109.45898;180.94044;4811.69;214.39;13715.38;4580.29;1985.833;96.727;2823.419;377.17;2887.442;18793.83;857.07;93.46;133.6316;316.2136;342.70693
01-mag-13;-9999;-9999;-9999;-9999;-9999;-9999;242.0501;184.306;231.6092;152.3244;170.7318;118.7663;101.4044;-9999;-9999;-9999;-9999;-9999;-9999;-9999;219.88809;311.81394;-9999;-9999;-9999;-9999;-9999;-9999;676.83;275.873;277.57162;380.53292;199.80925;277.29779;197.928;234.484;238.618;1000.044;141.50106;180.89327;109.31283;180.43551;4811.23;214.37;13715.38;4596.91;1983.292;96.727;2797.279;373.09;2873.346;18710.43;841.99;91.03;131.3275;316.2136;342.70693
02-mag-13;220.2126;109.4351;99.6018;74.9392;147.8797;92.1247;243.3303;186.325;233.7855;153.6862;172.6217;118.9001;102.0825;285.24494;358.37552;481.97793;326.3528;420.95377;348.98507;427.49665;220.15435;313.01522;317.21392;352.30349;503.59072;618.94391;691.23478;-9999;679.23;276.668;277.6705;381.41249;200.04685;277.77311;198.114;234.992;238.692;1001.547;141.90614;182.19534;109.50499;181.92215;4829.11;215.34;13708.43;4603.62;1982.848;96.263;2823.821;376.19;2911.135;18567.64;854.45;93.99;131.5975;316.2665;342.71143
03-mag-13;220.8696;108.9557;99.4738;73.8674;147.336;91.7809;242.3522;187.1959;232.6186;152.8192;172.7923;118.8883;101.8091;285.20652;358.17276;481.57326;326.75136;421.41837;352.51718;431.88234;220.1686;312.29156;316.06117;350.04045;502.41823;615.89947;685.81738;-9999;678.12;276.222;277.7293;381.43353;200.08969;277.94913;198.144;235.009;239.177;1003.607;141.80829;182.75168;109.65475;182.4217;4910.75;219.43;13769.85;4646.91;1992.356;96.513;2853.884;380.13;2944.591;18567.64;852.47;95.61;133.1178;316.2561;342.71394
06-mag-13;220.2249;108.9226;99.5594;73.836;146.907;92.0482;243.1688;187.1942;233.456;152.5957;173.0379;118.7407;102.3297;285.217;358.19532;481.61204;326.77354;421.45421;352.55424;431.93544;220.17621;312.31046;316.09865;350.07193;502.17553;615.17325;684.50572;-9999;677.54;276.12;277.71744;381.59552;-9999;-9999;198.196;235.102;239.278;1004.702;141.8362;183.67496;109.70154;182.4217;4892.13;218.68;13759.7;4646.91;1999.848;97.55;2859.344;384.06;2955.363;18567.64;854.68;96.16;132.6981;316.272;342.7199
07-mag-13;218.657;108.6688;99.1653;74.052;146.6396;92.0205;243.3396;188.3937;233.4262;152.7179;173.2305;118.9046;102.2328;285.20607;357.97348;481.17069;326.09881;420.00836;352.71724;432.20987;220.07033;311.7103;314.99779;348.48959;502.07914;614.95825;683.94592;-9999;677.22;276.19;277.77957;381.54125;200.14459;277.93349;198.224;235.025;239.804;1006.892;141.86411;183.9117;109.812;183.00537;4928.01;223.59;13846.83;4672.45;2012.784;98.313;2874.462;386.29;2952.883;19226.87;843.69;95.62;132.0273;316.2789;342.72126
08-mag-13;217.1677;108.6197;98.9412;73.6411;148.2521;91.5102;242.3049;188.1733;232.292;151.8633;172.3887;119.2395;102.0472;285.34991;358.19734;481.73659;326.20116;420.29825;352.62478;433.06767;220.13762;312.25014;315.65404;349.48325;502.2256;615.46407;684.95603;-9999;677.45;276.827;277.83124;381.59882;200.1875;277.99948;198.296;235.347;240.095;1007.177;141.8291;184.04191;109.80097;182.82099;4961.21;223.56;14047.28;4698.42;2029.363;99.297;2887.608;389.26;2968.24;19369.85;858.37;96.62;132.9375;316.2787;342.72382
09-mag-13;217.3421;108.0685;99.2183;73.0957;148.7123;92.2825;243.3677;189.4937;234.5587;152.9676;173.7626;119.3868;102.3915;285.15388;357.6051;480.47661;325.57211;418.66725;352.78127;433.26822;220.07578;311.75493;315.83409;349.5243;502.12761;615.23562;684.57855;-9999;678.41;277.46;278.12978;382.27254;200.20672;278.27296;198.361;235.539;240.147;1007.512;141.89477;183.31985;109.6947;182.56619;4950.71;222.27;14047.28;4705.03;2028.483;99.199;2878.301;386.28;2961.119;19242.11;855.52;96.39;133.384;316.2735;342.72575
10-mag-13;216.7981;107.5309;99.0646;72.6628;149.0585;92.6668;243.6579;188.9172;235.2376;152.0961;173.363;119.2575;102.4443;285.10855;357.25874;479.90264;325.27358;418.2648;352.43083;432.73701;219.94977;310.37059;314.26861;346.72386;501.11772;612.67997;680.44738;-9999;674.09;276.54;277.89728;380.89154;200.15721;278.14745;198.241;235.077;240.182;1006.197;141.75904;183.02393;109.64136;182.23668;4972.68;221.19;14194.52;4728.04;2009.834;99.712;2890.771;388.08;2981.019;19806.24;837.01;96.04;131.9441;316.2558;342.72764
13-mag-13;215.4965;107.5677;98.7791;72.5912;148.943;92.7674;245.5181;187.8969;235.3647;152.4884;173.5472;119.1812;102.2748;284.6691;356.23151;478.0141;324.50709;416.59635;352.33624;432.7392;219.90477;310.19489;314.70427;347.32247;500.98182;612.29013;679.51289;-9999;671.94;276.009;277.87395;380.63391;200.13684;277.99491;198.326;235.204;240.051;1003.92;141.53515;182.66882;109.58036;181.35127;4958.66;218.37;14142.15;4732.88;1993.198;98.017;2891.172;389.43;2982.09;20043.07;835.82;95.17;132.1976;316.2359;342.73305
14-mag-13;215.0673;106.953;98.6175;72.4732;148.6639;93.163;245.0205;188.2554;236.433;152.9589;174.4324;119.2673;102.5623;284.51689;355.83649;477.16745;323.71719;415.30604;352.26299;433.11358;219.82037;309.83516;314.52451;346.91197;500.71889;611.38964;677.95897;-9999;671.33;275.673;277.91819;380.69975;200.08387;278.0318;198.316;235.145;239.63;1003.097;141.56306;182.90556;109.60913;181.80176;4993.85;219.27;14211.71;4771.63;2003.259;97.447;2921.123;396.07;2996.047;20010.81;830.11;94.21;131.9191;316.2047;342.73444
15-mag-13;215.8323;107.5016;99.0415;72.7924;148.8279;93.4093;245.5511;188.6604;236.9042;153.5119;174.4292;119.2185;102.6438;284.47053;355.76478;476.9175;323.00242;414.17624;353.11503;433.82901;219.7909;309.4867;314.43575;346.59894;500.88132;611.83751;678.55196;-9999;669.7;275.482;278.00986;380.30264;200.09912;278.09081;198.347;235.198;239.576;1002.691;141.15016;183.24883;109.66548;181.97905;5020.54;224;14429.24;4783.4;2003.363;98.099;2936.982;399.91;3002.622;20468.57;813.64;94.3;131.2985;316.2282;342.73703
16-mag-13;213.9807;107.5347;99.3078;72.808;149.2072;93.439;245.1253;187.6511;235.7623;153.5937;174.3818;119.1751;102.1109;284.79711;356.80833;478.9067;323.83269;415.80775;353.85918;435.50181;219.95689;310.65248;315.42041;348.17508;501.76055;614.21269;682.4411;-9999;670.71;276.061;278.1864;381.20713;200.21751;278.128;198.443;235.515;239.833;1002.812;141.0269;183.27251;109.66916;181.78589;5017.01;224.66;14330.42;4779.29;2004.006;98.005;2922.397;397.04;2999.343;20388.86;808.22;95.16;130.9044;316.282;342.7408
17-mag-13;212.9915;107.0401;98.9893;72.3724;149.2351;93.7526;245.001;187.1824;237.6367;153.8763;175.099;119.3389;101.9005;285.34855;358.04647;481.22057;325.00646;417.842;354.91626;436.74374;220.15841;311.44818;315.6812;348.50631;500.9026;611.87566;678.37551;-9999;671.65;275.444;278.37892;382.0786;200.22926;278.38594;198.522;235.757;240.027;1002.801;140.95401;183.82885;109.73716;182.41644;5041.78;227.5;14372.26;4804.48;2003.028;98.007;2952.56;402.45;3028.957;20525.64;795.3;96.02;131.7001;316.3127;342.74512
20-mag-13;214.048;107.2784;99.2196;72.7938;149.2355;93.4403;243.6669;187.3309;236.8614;152.7782;174.5464;119.3739;101.9823;285.39382;357.96869;481.23825;325.00323;417.9564;354.95527;436.91638;220.10271;311.07048;314.87943;347.17898;500.85545;611.66872;677.85616;-9999;669.8;274.719;278.3453;381.87336;200.21103;278.38836;198.537;235.662;240.271;1003.862;140.98192;183.6868;109.71676;182.63776;5060.34;228.38;14372.26;4827.76;2008.037;99.527;2950.531;403.22;3020.972;20827.58;806.59;96.71;132.4972;316.3043;342.75083
21-mag-13;213.477;106.7473;98.3809;72.5096;150.1041;93.2672;243.3199;186.4398;236.3419;151.7089;174.3085;119.5762;101.3168;285.11788;357.2652;480.01468;324.86876;418.02113;354.93746;436.96004;220.00401;310.30799;314.13587;345.95798;501.02221;612.04555;678.73075;-9999;668.98;274.051;278.28183;381.95093;200.25875;278.17456;198.509;235.415;240.327;1004.129;140.82076;183.92354;109.77295;182.49727;5058.53;225.54;14438.52;4862.24;2008.3;98.85;2955.695;404.25;3026.451;20854.98;802.75;96.09;132.3876;316.2641;342.75271
22-mag-13;212.0888;106.2471;98.0588;72.3006;149.9148;93.6159;243.0932;185.856;237.0969;152.1578;174.9256;119.5545;101.1339;285.16497;357.49153;480.61955;324.91528;418.22186;354.88804;436.97628;220.05302;310.70384;314.56885;346.68458;500.10789;609.49681;674.61154;-9999;668.77;273.545;278.39946;381.99025;200.37635;278.40968;198.548;235.656;240.554;1004.176;140.84866;183.09495;109.67982;183.76546;5082.49;227.55;14593.31;4893.61;2008.348;98.392;2931.576;400;2999.127;21188.85;796.69;94.03;132.3145;316.2515;342.75588
23-mag-13;211.9509;106.6695;97.8662;72.6791;148.7872;93.0665;242.4087;185.1681;235.6981;151.0114;171.7429;119.5331;100.803;284.61198;356.00807;477.86884;323.45837;415.53884;353.56401;434.25234;219.82681;309.64484;314.09619;346.04933;500.06399;609.4973;674.70481;-9999;664.37;272.799;278.05271;380.93832;200.24474;278.00344;198.509;235.442;240.098;1000.464;140.37219;182.62143;109.60169;181.94895;4978.09;221.49;14178.32;4790.96;1966.041;95.991;2923.426;397.42;2991.451;19638.69;810.9;93.96;132.5625;316.1907;342.7578
24-mag-13;209.8371;107.4762;98.0242;73.2015;148.7464;93.0743;241.5448;183.0169;235.71;150.9143;172.2036;119.6447;100.7717;284.0595;354.36259;474.49689;321.69891;412.15918;351.77461;431.5876;219.66323;308.93969;314.33382;346.52075;500.16588;609.75906;675.3897;-9999;663.25;272.509;278.01002;380.52305;200.28424;277.83434;198.467;235.315;239.925;999.847;140.14785;181.79273;109.47013;181.15396;4957.22;218.79;14178.78;4760.59;1967.598;95.938;2921.878;397.97;2991.024;19812.88;807.81;93.85;131.9755;316.116;342.75906
27-mag-13;209.5223;107.3031;97.8399;73.4667;148.4068;93.0893;241.0081;184.1703;235.3791;151.1682;172.0281;119.8315;101.084;284.07185;354.38815;474.53911;321.72489;412.19916;351.81258;431.64136;219.67156;308.95982;314.36156;346.54143;500.16588;609.75906;675.3897;-9999;-9999;272.528;-9999;-9999;-9999;-9999;198.474;235.213;240.039;1000.43;140.14785;181.79273;109.47013;181.15396;5012.31;222.13;14168.84;4760.59;1971.247;96.132;2921.878;-9999;-9999;19175.88;-9999;-9999;131.9755;316.1562;342.76508
28-mag-13;210.3677;106.4123;98.0286;72.8688;148.0246;93.6403;240.4152;182.8749;236.6945;151.0496;171.7715;119.8203;100.8741;284.65166;355.90282;477.57982;323.38171;415.3211;353.5146;434.29466;219.79084;309.02467;313.43161;344.87928;498.52573;605.86362;669.2135;-9999;658.03;271.72;277.72427;379.48709;200.11015;277.46229;198.484;235.133;240.284;999.75;139.98654;181.639;109.47652;182.19158;5085.59;227.54;14269.8;4837.62;1975.961;97.68;2940.451;402.03;3011.939;19405.47;803.27;95.01;132.4238;316.2276;342.76884
29-mag-13;209.3832;107.4199;97.9677;73.2503;146.9576;93.0186;234.8491;181.4221;234.948;149.5515;168.7264;119.7304;100.5607;284.15564;354.62919;475.10925;322.08961;412.92513;353.01633;433.02179;219.54944;307.96369;312.75199;343.93104;498.36646;605.9438;669.58087;-9999;651.87;270.172;277.20195;377.43887;199.90596;276.95486;198.298;234.676;239.787;994.551;139.67379;181.23654;109.41226;180.46854;4997.84;225.58;13938.23;4741.84;1956.624;96.563;2920.185;402.17;2994.821;19425.1;810.32;93.13;131.8463;316.1332;342.76952
